state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
KS,119,415,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False,307,716.8,73.53999999999999,0.2671009771986971,0.010323660714285716
NC,115,510,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True,278,632.0,72.17,0.24820143884892087,0.015664556962025317
MO,160,415,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False,319,605.9,61.32999999999999,0.322884012539185,0.02145568575672553
ND,166,510,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,False,289,598.4000000000001,64.22,0.3079584775086505,0.018716577540106947
CA,120,510,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False,317,584.0,52.81,0.29652996845425866,0.011472602739726027
WV,173,415,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False,354,479.5,54.56,0.3220338983050847,0.02148070907194995
IL,156,415,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False,269,621.0,60.040000000000006,0.241635687732342,0.017069243156199676
NY,70,415,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,False,305,668.6,63.76,0.4098360655737705,0.01630272210589291
NV,41,510,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False,318,607.8,60.11,0.279874213836478,0.011187890753537348
AL,132,408,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False,262,607.4000000000001,64.27000000000001,0.3244274809160305,0.018439249259137303
KS,47,510,yes,no,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,True,346,392.59999999999997,33.800000000000004,0.3468208092485549,0.03387671930718289
ND,160,510,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False,291,372.09999999999997,37.86,0.3333333333333333,0.027680730986294012
OK,180,415,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False,319,516.5,50.739999999999995,0.3793103448275862,0.017037754114230398
UT,93,415,no,no,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False,262,612.5,58.339999999999996,0.2595419847328244,0.01273469387755102
OH,109,415,no,no,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False,279,637.9,61.8,0.2078853046594982,0.02053613419031196
WY,80,510,no,no,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False,310,509.29999999999995,47.730000000000004,0.3903225806451613,0.014333398782642844
NM,54,415,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False,308,396.3,39.7,0.2857142857142857,0.029270754478930103
AL,121,415,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,False,339,562.0,52.0,0.3775811209439528,0.0051601423487544484
DC,157,510,no,yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,False,333,632.6,67.47999999999999,0.3063063063063063,0.023711666139740753
ID,170,510,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,False,330,676.9,65.36,0.3939393939393939,0.01920520017727877
AR,138,510,no,no,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,False,347,621.0,60.790000000000006,0.2910662824207493,0.02254428341384863
ID,92,415,no,yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,False,302,678.5,65.38,0.3841059602649007,0.017391304347826087
TX,126,415,no,no,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,False,305,545.0,57.29,0.46885245901639344,0.023853211009174313
NM,41,415,no,no,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,True,283,796.6,80.39,0.26148409893992935,0.013683153401958323
WA,167,415,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,True,300,571.4,56.580000000000005,0.41333333333333333,0.021701085054252715
UT,91,510,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,False,314,687.6999999999999,60.83,0.34076433121019106,0.010615093790897194
RI,127,510,no,no,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,False,316,444.9,41.29,0.370253164556962,0.021802652281411553
NC,88,408,no,yes,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,False,303,545.3,48.74,0.34983498349834985,0.019988996882450028
RI,113,415,no,no,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,False,313,404.0,37.54,0.41533546325878595,0.013366336633663368
NY,78,510,no,no,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,False,281,588.4,57.04,0.28825622775800713,0.009007477906186268
TX,123,408,no,no,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,False,269,668.1999999999999,72.89,0.3420074349442379,0.014067644417838972
DE,136,408,yes,yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,False,290,568.2,47.45,0.33793103448275863,0.01583949313621964
MS,68,415,no,yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,False,302,558.9,53.89999999999999,0.23841059602649006,0.010914295938450528
OH,132,415,no,yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,False,242,629.0999999999999,65.45,0.2231404958677686,0.018280082657765064
LA,133,415,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,False,296,633.5,65.12,0.22635135135135134,0.0048934490923441204
FL,127,415,no,no,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,False,348,547.6999999999999,65.37,0.3017241379310345,0.006025196275333212
WA,110,415,no,no,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,False,253,669.3,69.16,0.4150197628458498,0.012699835649185717
WV,121,510,no,no,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,False,287,522.3,52.48000000000001,0.49477351916376305,0.016082711085583002
NY,116,510,no,no,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,False,362,477.4,43.06,0.35359116022099446,0.02932551319648094
NE,112,415,yes,yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,False,258,559.6,60.47,0.27906976744186046,0.01858470335954253
PA,97,510,yes,no,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,True,318,690.1,63.43,0.3238993710691824,0.015939718881321546
MS,43,510,no,no,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,False,377,459.90000000000003,46.96,0.2625994694960212,0.014785823005001086
IN,110,415,no,no,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,False,352,534.5,51.07,0.30113636363636365,0.020954162768942936
VA,67,408,no,no,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,False,366,575.3000000000001,59.73,0.32786885245901637,0.018425169476794713
MN,166,408,no,no,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,False,331,480.90000000000003,47.71,0.28700906344410876,0.020378457059679767
DE,129,408,no,no,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,False,324,616.1999999999999,58.870000000000005,0.3765432098765432,0.01557935735150925
OR,103,510,yes,no,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,False,273,480.90000000000003,50.42,0.2857142857142857,0.014140153878145142
UT,71,415,no,no,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,True,268,736.0,78.22,0.41044776119402987,0.01589673913043478
CT,112,415,no,yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,False,324,640.1,66.97999999999999,0.3734567901234568,0.017341040462427744
AL,8,415,no,yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,False,268,595.9,65.1,0.25,0.008055042792414835
TX,98,415,no,no,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,True,267,730.0999999999999,74.92999999999999,0.45318352059925093,0.016983974797972885
CT,90,415,no,no,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,False,355,624.9000000000001,64.44,0.3126760563380282,0.020803328532565207
MS,13,415,no,no,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,True,302,712.8,79.38,0.44039735099337746,0.016133557800224466
AR,58,415,no,no,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,False,282,619.0,67.86,0.37943262411347517,0.019063004846526656
CA,137,415,no,yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,False,310,559.6,58.60999999999999,0.13548387096774195,0.02037169406719085
MI,116,408,no,no,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,True,303,611.4,56.629999999999995,0.3102310231023102,0.01848217206411515
WV,94,415,no,yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,False,283,456.0,39.44,0.37809187279151946,0.021710526315789475
DE,87,415,no,no,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,False,271,635.5000000000001,62.64,0.2656826568265683,0.01353265145554681
FL,120,415,no,no,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,False,265,573.4000000000001,59.53,0.3886792452830189,0.017788629229159397
AK,97,415,no,yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,False,293,616.7,58.870000000000005,0.3720136518771331,0.01962056105075401
ID,134,415,no,no,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,False,301,524.5999999999999,57.38999999999999,0.3588039867109635,0.02096835684330919
OH,68,510,no,no,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,False,234,509.0,49.72,0.3418803418803419,0.030451866404715127
NH,93,408,no,no,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,False,251,633.4,61.190000000000005,0.3705179282868526,0.019103252289232712
MA,120,415,no,no,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,False,323,512.7,51.08999999999999,0.30959752321981426,0.020479812755997657
SC,41,408,no,no,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,False,343,688.9000000000001,71.96,0.26822157434402333,0.014806212803019303
OR,80,510,no,no,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,False,260,581.9,62.01,0.35384615384615387,0.013060663344217219
OH,83,415,no,yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,False,322,709.0,69.8,0.2950310559006211,0.024823695345557124
NC,109,510,yes,no,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,False,348,541.3,60.459999999999994,0.4051724137931034,0.014409754295215224
KY,66,510,no,yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,False,314,378.2,34.11,0.33121019108280253,0.01877313590692755
ID,104,510,no,no,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,False,283,526.8000000000001,44.87,0.31095406360424027,0.02353834472285497
WA,89,510,no,no,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,False,289,597.2,54.29,0.33217993079584773,0.01841929002009377
WV,127,510,no,no,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,False,299,579.4,63.78000000000001,0.3745819397993311,0.017259233690024165
RI,117,408,no,yes,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,False,240,602.8,61.37,0.2708333333333333,0.016091572660915727
KS,128,510,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,False,348,623.8000000000001,69.65,0.27298850574712646,0.023084321898044245
NV,88,415,no,no,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,True,287,595.5,56.34,0.21254355400696864,0.011418975650713686
NE,61,408,no,no,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,True,345,695.4,75.78999999999999,0.30144927536231886,0.024877768190969228
FL,22,415,no,no,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,False,355,596.3,59.6,0.30422535211267604,0.015596176421264466
WY,78,415,no,no,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,False,293,521.1999999999999,52.91000000000001,0.27303754266211605,0.026285495011511898
WA,56,415,no,yes,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,False,330,413.29999999999995,30.18,0.3484848484848485,0.01185579482216308
CO,192,415,no,no,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,False,294,633.6999999999999,63.21,0.29931972789115646,0.017989584977118514
WI,70,415,no,no,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,False,324,532.1,52.269999999999996,0.3333333333333333,0.01616237549332832
KS,148,510,no,no,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,False,276,678.5,70.72,0.30434782608695654,0.01606484893146647
RI,65,415,no,yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,False,302,514.5,58.550000000000004,0.4271523178807947,0.01710398445092323
MT,119,510,no,no,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,False,255,546.1999999999999,52.44,0.27450980392156865,0.020688392530208717
CO,80,415,no,no,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,False,312,611.6,63.15,0.3717948717948718,0.020928711576193592
CT,152,408,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,False,349,729.6999999999999,74.08000000000001,0.3008595988538682,0.018226668493901605
FL,113,510,no,no,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,False,253,444.4,41.92,0.3359683794466403,0.032403240324032405
VT,75,510,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,False,381,719.3,68.61999999999999,0.34908136482939633,0.01000973168358126
OH,80,415,no,no,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,False,273,462.5,53.53000000000001,0.304029304029304,0.01383783783783784
NH,148,408,no,no,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,False,334,393.0,28.73,0.36227544910179643,0.026972010178117047
RI,63,415,yes,no,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,False,289,533.6999999999999,41.99999999999999,0.3875432525951557,0.016676035225782277
FL,97,415,no,yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,False,248,535.8000000000001,53.67,0.3911290322580645,0.012504665920119446
MD,166,415,no,no,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,False,321,460.2,47.519999999999996,0.3613707165109034,0.024554541503694047
WY,94,408,no,no,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,False,312,615.1999999999999,60.84,0.34935897435897434,0.0042262678803641094
FL,85,408,no,yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,False,278,676.2,68.80000000000001,0.34172661870503596,0.01996450754214729
TN,80,415,yes,no,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,True,282,689.6000000000001,75.03999999999999,0.4326241134751773,0.010440835266821344
NC,210,415,no,yes,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,False,294,664.3000000000001,77.30000000000001,0.29591836734693877,0.015203974108083695
IN,88,415,yes,yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,False,310,733.3,80.13000000000001,0.36774193548387096,0.017728078549024955
IA,100,408,no,no,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,False,237,676.7,72.10000000000001,0.35864978902953587,0.013890941332939263
WV,154,408,no,yes,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,False,243,415.20000000000005,37.44,0.31275720164609055,0.035163776493256256
UT,32,510,no,yes,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,False,403,662.6,71.76,0.3399503722084367,0.013582855418050105
GA,18,408,no,no,0,197.0,97,33.49,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,False,312,611.4000000000001,62.24,0.3108974358974359,0.014229636898920508
AK,126,415,no,yes,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,False,271,763.1000000000001,81.16999999999999,0.3247232472324723,0.011400864893198791
UT,144,510,no,yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,False,294,570.5,64.29,0.3469387755102041,0.017528483786152498
MS,29,510,no,no,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,True,364,760.6999999999999,84.91999999999999,0.28296703296703296,0.01682660707243329
AR,86,408,no,yes,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,False,306,563.5,53.75999999999999,0.2875816993464052,0.02005323868677906
AK,138,415,no,yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,False,358,420.2,37.18,0.2849162011173184,0.01951451689671585
AK,146,415,no,no,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,False,266,740.2,69.68,0.3233082706766917,0.016482031883274788
ME,175,415,no,no,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,False,287,685.3,58.540000000000006,0.3310104529616725,0.012695169998540786
WV,74,510,no,no,0,124.0,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,False,303,666.0,58.59,0.33663366336633666,0.017567567567567565
CT,48,415,no,no,0,171.9,98,29.22,159.0,127,13.52,139.5,101,6.28,7.6,3,2.05,2,False,329,478.0,51.06999999999999,0.2978723404255319,0.015899581589958158
GA,74,510,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,False,206,649.4,71.00999999999999,0.33980582524271846,0.015244841392054205
NV,105,415,yes,no,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,False,355,626.5,64.28,0.28169014084507044,0.01229050279329609
VT,157,510,no,no,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,False,209,555.4,55.59,0.3397129186602871,0.010622974432841197
DC,217,415,no,no,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,False,325,655.0999999999999,57.870000000000005,0.4246153846153846,0.02030224393222409
TN,68,415,no,no,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,False,225,695.1,65.61,0.27111111111111114,0.012084592145015106
OR,80,415,no,no,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,False,333,545.5,48.26,0.25825825825825827,0.017415215398716773
MS,38,415,no,yes,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,False,338,596.1,60.190000000000005,0.3136094674556213,0.022479449756752222
NC,107,415,no,yes,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,False,233,704.9,67.33999999999999,0.2446351931330472,0.011774719818413961
CO,140,415,no,no,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,False,239,620.7,57.98,0.29707112970711297,0.020299661672305458
AR,98,415,no,no,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,True,325,469.3,55.39000000000001,0.3569230769230769,0.010014915832090347
PA,114,415,no,no,0,155.3,75,26.4,169.9,87,14.44,207.0,133,9.32,12.6,5,3.4,2,False,300,544.8000000000001,53.559999999999995,0.25,0.023127753303964754
MN,46,408,no,no,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,False,302,580.3999999999999,55.75,0.347682119205298,0.020330806340454866
NM,118,415,no,yes,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,False,322,597.0,54.49,0.32608695652173914,0.01742043551088777
UT,37,510,no,no,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,False,309,632.9,70.13,0.36245954692556637,0.010428187707378732
NE,34,415,no,no,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,False,328,550.5999999999999,56.050000000000004,0.22560975609756098,0.015982564475118057
MS,98,415,yes,yes,23,245.5,54,41.74,292.7,83,24.88,184.0,90,8.28,10.8,7,2.92,1,False,234,733.0,77.82000000000001,0.23076923076923078,0.014733969986357436
NV,113,510,no,no,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,True,365,720.2,75.87,0.2958904109589041,0.014856984171063592
OR,69,408,no,no,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,False,229,627.1,64.88,0.3799126637554585,0.018976239834157232
VA,121,415,no,no,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,False,357,499.29999999999995,49.39999999999999,0.3137254901960784,0.021029441217704788
NJ,59,510,yes,yes,31,225.0,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,False,239,652.1,67.17,0.3263598326359833,0.013954914890354239
WV,59,510,no,no,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2.0,0,False,352,533.6,54.03,0.2840909090909091,0.013868065967016492
OR,190,415,no,no,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,False,313,440.70000000000005,46.29,0.30670926517571884,0.014976174268209665
KY,109,415,no,no,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1,False,283,622.2,61.76,0.2826855123674912,0.016393442622950817
MO,136,415,no,no,0,92.4,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2,False,308,536.9,47.379999999999995,0.3538961038961039,0.02402682063699013
TX,86,510,no,no,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,False,299,409.9,38.42,0.3076923076923077,0.021468650890461093
MN,100,415,no,yes,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,False,265,658.5,68.58999999999999,0.37735849056603776,0.012148823082763858
FL,106,510,no,no,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,False,280,668.6999999999999,63.1,0.3357142857142857,0.013159862419620161
PA,104,415,no,no,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,False,292,568.0,54.67,0.3664383561643836,0.02992957746478873
WV,129,415,no,no,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,False,292,606.2,57.86000000000001,0.3424657534246575,0.018970636753546682
IN,205,510,no,no,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,False,275,398.9,32.489999999999995,0.44727272727272727,0.02531962897969416
OK,93,415,no,yes,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11.0,9,2.97,0,False,338,488.0,48.34,0.35502958579881655,0.022540983606557378
NE,123,415,no,no,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3,False,287,576.9,50.800000000000004,0.34146341463414637,0.01924076963078523
DE,99,415,no,no,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1,False,311,684.1,70.31,0.3858520900321543,0.0087706475661453
MI,61,415,no,yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,False,274,683.9999999999999,75.1,0.19343065693430658,0.015935672514619886
IL,71,415,no,no,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,False,272,571.3000000000001,61.26,0.4117647058823529,0.021179765447225624
UT,4,510,yes,no,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,False,268,664.1,62.18999999999999,0.332089552238806,0.013401596145158862
